id,gender,age,industry,sign,date,text,tokens,token_count,freq_dist
4017445,male,14,Student,Scorpio,"25,July,2004","       Here's a game you probably haven't heard of...:  In the upcomming Gamecube Game, Amazing Island, you will be able to draw monsters on-screen, and the game will actually smooth and render them in 3d.  You can also apply different textures to them.  urlLink Amazing Island E3 Trailer  On another note, I added a poll to the side of this page, and I deleted the guestbook back at HiggedyPiggedy.com.  Lastly, if you're a mac user, here's a trick:  Open a bunch of windows, and, while holding option+shift, minimize the one in the front.  It's like magic!    ","['Here', ""'s"", 'a', 'game', 'you', 'probably', 'have', ""n't"", 'heard', 'of', '...', ':', 'In', 'the', 'upcomming', 'Gamecube', 'Game', ',', 'Amazing', 'Island', ',', 'you', 'will', 'be', 'able', 'to', 'draw', 'monsters', 'on-screen', ',', 'and', 'the', 'game', 'will', 'actually', 'smooth', 'and', 'render', 'them', 'in', '3d', '.', 'You', 'can', 'also', 'apply', 'different', 'textures', 'to', 'them', '.', 'urlLink', 'Amazing', 'Island', 'E3', 'Trailer', 'On', 'another', 'note', ',', 'I', 'added', 'a', 'poll', 'to', 'the', 'side', 'of', 'this', 'page', ',', 'and', 'I', 'deleted', 'the', 'guestbook', 'back', 'at', 'HiggedyPiggedy.com', '.', 'Lastly', ',', 'if', 'you', ""'re"", 'a', 'mac', 'user', ',', 'here', ""'s"", 'a', 'trick', ':', 'Open', 'a', 'bunch', 'of', 'windows', ',', 'and', ',', 'while', 'holding', 'option+shift', ',', 'minimize', 'the', 'one', 'in', 'the', 'front', '.', 'It', ""'s"", 'like', 'magic', '!']",118,<FreqDist with 78 samples and 118 outcomes>
3345175,male,17,Student,Cancer,"15,June,2004","        urlLink    Although it may have just been Ali throwing her fag away, i suspect this was the day Claire had been jogging before school...         ","['urlLink', 'Although', 'it', 'may', 'have', 'just', 'been', 'Ali', 'throwing', 'her', 'fag', 'away', ',', 'i', 'suspect', 'this', 'was', 'the', 'day', 'Claire', 'had', 'been', 'jogging', 'before', 'school', '...']",26,<FreqDist with 25 samples and 26 outcomes>
3316539,male,23,indUnk,Aquarius,"17,June,2004",           Started day at 447 Calgary and San Jose  UNDER 4 1/2  goals (-135) 27 to win 20 A Loss will put me at 420-->A Win will put acct at 467         ,"['Started', 'day', 'at', '447', 'Calgary', 'and', 'San', 'Jose', 'UNDER', '4', '1/2', 'goals', '(', '-135', ')', '27', 'to', 'win', '20', 'A', 'Loss', 'will', 'put', 'me', 'at', '420', '--', '>', 'A', 'Win', 'will', 'put', 'acct', 'at', '467']",35,<FreqDist with 30 samples and 35 outcomes>
2182666,female,17,Student,Pisces,"09,June,2004",       what started out as a bad day turned out pretty good.. ok so im having way too much trouble in chem considering how much i like the class. it's just so frustrating when im making horrible grades and people around me are making 100s. ugh i will never understand that.. anyways everything else went pretty well. my sister had a concert at first colony tonight which went pretty well. everyone sounded pretty good and i got to see the incoming freshman for next year.  i know im going to sound like such a little kid by saying this but i miss my mom so much. i guess i've never realized how much i depend and care about her until she's away.. it just sucks that i have to find out this way.  so im having a really hard time deciding what to be for halloween.. if you have any ideas dont be afraid to let me know :)  i am so excited we are down to 1-2 rehersals a week. you have no idea how much this makes my life..  k well im going to bed bye guys goodnight and i'll see most of you in the morning!!  jess         ,"['what', 'started', 'out', 'as', 'a', 'bad', 'day', 'turned', 'out', 'pretty', 'good..', 'ok', 'so', 'im', 'having', 'way', 'too', 'much', 'trouble', 'in', 'chem', 'considering', 'how', 'much', 'i', 'like', 'the', 'class', '.', 'it', ""'s"", 'just', 'so', 'frustrating', 'when', 'im', 'making', 'horrible', 'grades', 'and', 'people', 'around', 'me', 'are', 'making', '100s', '.', 'ugh', 'i', 'will', 'never', 'understand', 'that..', 'anyways', 'everything', 'else', 'went', 'pretty', 'well', '.', 'my', 'sister', 'had', 'a', 'concert', 'at', 'first', 'colony', 'tonight', 'which', 'went', 'pretty', 'well', '.', 'everyone', 'sounded', 'pretty', 'good', 'and', 'i', 'got', 'to', 'see', 'the', 'incoming', 'freshman', 'for', 'next', 'year', '.', 'i', 'know', 'im', 'going', 'to', 'sound', 'like', 'such', 'a', 'little', 'kid', 'by', 'saying', 'this', 'but', 'i', 'miss', 'my', 'mom', 'so', 'much', '.', 'i', 'guess', 'i', ""'ve"", 'never', 'realized', 'how', 'much', 'i', 'depend', 'and', 'care', 'about', 'her', 'until', 'she', ""'s"", 'away..', 'it', 'just', 'sucks', 'that', 'i', 'have', 'to', 'find', 'out', 'this', 'way', '.', 'so', 'im', 'having', 'a', 'really', 'hard', 'time', 'deciding', 'what', 'to', 'be', 'for', 'halloween..', 'if', 'you', 'have', 'any', 'ideas', 'dont', 'be', 'afraid', 'to', 'let', 'me', 'know', ':', ')', 'i', 'am', 'so', 'excited', 'we', 'are', 'down', 'to', '1-2', 'rehersals', 'a', 'week', '.', 'you', 'have', 'no', 'idea', 'how', 'much', 'this', 'makes', 'my', 'life..', 'k', 'well', 'im', 'going', 'to', 'bed', 'bye', 'guys', 'goodnight', 'and', 'i', ""'ll"", 'see', 'most', 'of', 'you', 'in', 'the', 'morning', '!', '!', 'jess']",214,<FreqDist with 134 samples and 214 outcomes>
919128,male,26,Law,Capricorn,"25,February,2003","              urlLink Who are you?  This online personality test is unlike most others on the web, i.e. it's very technical in nature and probably far more accurate than 'HOW KEWL R U?!?' at The Spark or something.  Not that I don't love the Spark, I'm just saying.  Anyway, if you can decipher the fairly complex results (be sure to hit the Info button at the bottom of the first results page) you might find that it does a pretty good job of nailing strengths and weaknesses. Hell, it told me I have self-esteem difficulties, and anybody who knows me probably knows that's my biggest personal issue. Besides all the heroin. I use humor as a defense mechanism. ;-)  My biggest fear these days is that I'm manic depressive, except perhaps it's a very mild case. Some days I'm just like 'bring it on world!! yeah!' and then the very next day I feel like it's all a bunch of crap. That could also be just the way law school works, so I'm not too worried.  While I'm (not) on the subject, here's a weird thing: people only tell me about the bad parts of their lives. Actually that might not just be me, maybe it's general human nature. But I've noticed that alot of the opinions I have of other people are improperly slanted towards the negative. I don't mean people I actually  know , but more like people they tell me about. Friends, roommates, boyfriends, girlfriends, parents - everyone complains, I suppose that's natural. But then people get surprised when I have a slightly negative opinion, like it came out of nowhere.  I saw this problem with Kim and her mom a few times. She'd tell me all that bad, horrible, mean crap that her mom does, and then she'd be surprised at how much I disliked her mom. But when all you hear about is the bad stuff, how are you supposed to form a full opinion? Granted, after I met her mom and such, my antipathy slacked off, but it's an awkward position to be in, meeting someone for the first time and already having a negative opinion.  Currently the same thing goes for Cindy's boyfriend, who by all objective accounts seems like a perfectly nice guy. But since she always seems annoyed or frustrated, or talks about how she's 3 seconds away from dropping him completely, I tend to go that way as well. After all, I don't know him, but I know her, and my natural inclination is to sympathize and support. But now I feel bad because there seems to be a general impression that I dislike him, which is unfair to both of us because we've never even met.  So to conclude, I blame you people for not sharing the happy parts of your relationships with me. If I'm a bitter old man who hates everyone except my close friends, it's all your faults. ;-)  Okay not all, but share a little love sometime!         ","['urlLink', 'Who', 'are', 'you', '?', 'This', 'online', 'personality', 'test', 'is', 'unlike', 'most', 'others', 'on', 'the', 'web', ',', 'i.e', '.', 'it', ""'s"", 'very', 'technical', 'in', 'nature', 'and', 'probably', 'far', 'more', 'accurate', 'than', ""'HOW"", 'KEWL', 'R', 'U', '?', '!', '?', ""'"", 'at', 'The', 'Spark', 'or', 'something', '.', 'Not', 'that', 'I', 'do', ""n't"", 'love', 'the', 'Spark', ',', 'I', ""'m"", 'just', 'saying', '.', 'Anyway', ',', 'if', 'you', 'can', 'decipher', 'the', 'fairly', 'complex', 'results', '(', 'be', 'sure', 'to', 'hit', 'the', 'Info', 'button', 'at', 'the', 'bottom', 'of', 'the', 'first', 'results', 'page', ')', 'you', 'might', 'find', 'that', 'it', 'does', 'a', 'pretty', 'good', 'job', 'of', 'nailing', 'strengths', 'and', 'weaknesses', '.', 'Hell', ',', 'it', 'told', 'me', 'I', 'have', 'self-esteem', 'difficulties', ',', 'and', 'anybody', 'who', 'knows', 'me', 'probably', 'knows', 'that', ""'s"", 'my', 'biggest', 'personal', 'issue', '.', 'Besides', 'all', 'the', 'heroin', '.', 'I', 'use', 'humor', 'as', 'a', 'defense', 'mechanism', '.', ';', '-', ')', 'My', 'biggest', 'fear', 'these', 'days', 'is', 'that', 'I', ""'m"", 'manic', 'depressive', ',', 'except', 'perhaps', 'it', ""'s"", 'a', 'very', 'mild', 'case', '.', 'Some', 'days', 'I', ""'m"", 'just', 'like', ""'bring"", 'it', 'on', 'world', '!', '!', 'yeah', '!', ""'"", 'and', 'then', 'the', 'very', 'next', 'day', 'I', 'feel', 'like', 'it', ""'s"", 'all', 'a', 'bunch', 'of', 'crap', '.', 'That', 'could', 'also', 'be', 'just', 'the', 'way', 'law', 'school', 'works', ',', 'so', 'I', ""'m"", 'not', 'too', 'worried', '.', 'While', 'I', ""'m"", '(', 'not', ')', 'on', 'the', 'subject', ',', 'here', ""'s"", 'a', 'weird', 'thing', ':', 'people', 'only', 'tell', 'me', 'about', 'the', 'bad', 'parts', 'of', 'their', 'lives', '.', 'Actually', 'that', 'might', 'not', 'just', 'be', 'me', ',', 'maybe', 'it', ""'s"", 'general', 'human', 'nature', '.', 'But', 'I', ""'ve"", 'noticed', 'that', 'alot', 'of', 'the', 'opinions', 'I', 'have', 'of', 'other', 'people', 'are', 'improperly', 'slanted', 'towards', 'the', 'negative', '.', 'I', 'do', ""n't"", 'mean', 'people', 'I', 'actually', 'know', ',', 'but', 'more', 'like', 'people', 'they', 'tell', 'me', 'about', '.', 'Friends', ',', 'roommates', ',', 'boyfriends', ',', 'girlfriends', ',', 'parents', '-', 'everyone', 'complains', ',', 'I', 'suppose', 'that', ""'s"", 'natural', '.', 'But', 'then', 'people', 'get', 'surprised', 'when', 'I', 'have', 'a', 'slightly', 'negative', 'opinion', ',', 'like', 'it', 'came', 'out', 'of', 'nowhere', '.', 'I', 'saw', 'this', 'problem', 'with', 'Kim', 'and', 'her', 'mom', 'a', 'few', 'times', '.', 'She', ""'d"", 'tell', 'me', 'all', 'that', 'bad', ',', 'horrible', ',', 'mean', 'crap', 'that', 'her', 'mom', 'does', ',', 'and', 'then', 'she', ""'d"", 'be', 'surprised', 'at', 'how', 'much', 'I', 'disliked', 'her', 'mom', '.', 'But', 'when', 'all', 'you', 'hear', 'about', 'is', 'the', 'bad', 'stuff', ',', 'how', 'are', 'you', 'supposed', 'to', 'form', 'a', 'full', 'opinion', '?', 'Granted', ',', 'after', 'I', 'met', 'her', 'mom', 'and', 'such', ',', 'my', 'antipathy', 'slacked', 'off', ',', 'but', 'it', ""'s"", 'an', 'awkward', 'position', 'to', 'be', 'in', ',', 'meeting', 'someone', 'for', 'the', 'first', 'time', 'and', 'already', 'having', 'a', 'negative', 'opinion', '.', 'Currently', 'the', 'same', 'thing', 'goes', 'for', 'Cindy', ""'s"", 'boyfriend', ',', 'who', 'by', 'all', 'objective', 'accounts', 'seems', 'like', 'a', 'perfectly', 'nice', 'guy', '.', 'But', 'since', 'she', 'always', 'seems', 'annoyed', 'or', 'frustrated', ',', 'or', 'talks', 'about', 'how', 'she', ""'s"", '3', 'seconds', 'away', 'from', 'dropping', 'him', 'completely', ',', 'I', 'tend', 'to', 'go', 'that', 'way', 'as', 'well', '.', 'After', 'all', ',', 'I', 'do', ""n't"", 'know', 'him', ',', 'but', 'I', 'know', 'her', ',', 'and', 'my', 'natural', 'inclination', 'is', 'to', 'sympathize', 'and', 'support', '.', 'But', 'now', 'I', 'feel', 'bad', 'because', 'there', 'seems', 'to', 'be', 'a', 'general', 'impression', 'that', 'I', 'dislike', 'him', ',', 'which', 'is', 'unfair', 'to', 'both', 'of', 'us', 'because', 'we', ""'ve"", 'never', 'even', 'met', '.', 'So', 'to', 'conclude', ',', 'I', 'blame', 'you', 'people', 'for', 'not', 'sharing', 'the', 'happy', 'parts', 'of', 'your', 'relationships', 'with', 'me', '.', 'If', 'I', ""'m"", 'a', 'bitter', 'old', 'man', 'who', 'hates', 'everyone', 'except', 'my', 'close', 'friends', ',', 'it', ""'s"", 'all', 'your', 'faults', '.', ';', '-', ')', 'Okay', 'not', 'all', ',', 'but', 'share', 'a', 'little', 'love', 'sometime', '!']",602,<FreqDist with 284 samples and 602 outcomes>
3841773,female,24,indUnk,Sagittarius,"18,July,2004",        Come on.&nbsp; Don't even deny it.&nbsp; You know what I'm talking about.            ,"['Come', 'on.', '&', 'nbsp', ';', 'Do', ""n't"", 'even', 'deny', 'it.', '&', 'nbsp', ';', 'You', 'know', 'what', 'I', ""'m"", 'talking', 'about', '.']",21,<FreqDist with 18 samples and 21 outcomes>
3053482,male,23,Chemicals,Leo,"16,June,2004","                  urlLink    Nicole, Steve, and Dawn walking through the subway ramp in Coney Island.             ","['urlLink', 'Nicole', ',', 'Steve', ',', 'and', 'Dawn', 'walking', 'through', 'the', 'subway', 'ramp', 'in', 'Coney', 'Island', '.']",16,<FreqDist with 15 samples and 16 outcomes>
2635745,female,15,Student,Pisces,"01,August,2004",       I FOUND OUT HIS FAVORITE BAND.  ITS RED HOT CHILI PEPPERS.  IT WAS HIS BUDDY ICON.  MINE IS COOL.  YOU SHOULD CHECK IT OUT.  MY SCREENAME IS TROCHJR218.         ,"['I', 'FOUND', 'OUT', 'HIS', 'FAVORITE', 'BAND', '.', 'ITS', 'RED', 'HOT', 'CHILI', 'PEPPERS', '.', 'IT', 'WAS', 'HIS', 'BUDDY', 'ICON', '.', 'MINE', 'IS', 'COOL', '.', 'YOU', 'SHOULD', 'CHECK', 'IT', 'OUT', '.', 'MY', 'SCREENAME', 'IS', 'TROCHJR218', '.']",34,<FreqDist with 25 samples and 34 outcomes>
1093691,male,17,Technology,Taurus,"24,February,2003","           Well this is fun, no on to talk to... JoJo howz ya doing? lol cant bothered to write anything else. bye         ","['Well', 'this', 'is', 'fun', ',', 'no', 'on', 'to', 'talk', 'to', '...', 'JoJo', 'howz', 'ya', 'doing', '?', 'lol', 'cant', 'bothered', 'to', 'write', 'anything', 'else', '.', 'bye']",25,<FreqDist with 23 samples and 25 outcomes>
3935919,female,23,Non-Profit,Aries,"11,July,2004","           just to remind everyone, as blogger is american (boo GWB) the month and day is the other way round in our datesofbirth. thats why you're a saggitarius non. and also WELCOME RHHHHIAAANON to housegood.         ","['just', 'to', 'remind', 'everyone', ',', 'as', 'blogger', 'is', 'american', '(', 'boo', 'GWB', ')', 'the', 'month', 'and', 'day', 'is', 'the', 'other', 'way', 'round', 'in', 'our', 'datesofbirth', '.', 'thats', 'why', 'you', ""'re"", 'a', 'saggitarius', 'non', '.', 'and', 'also', 'WELCOME', 'RHHHHIAAANON', 'to', 'housegood', '.']",41,<FreqDist with 35 samples and 41 outcomes>
49663,male,33,indUnk,Taurus,"25,March,2001","           Hello there, handsome! I have been thinking about you, and was so glad to get your email. Did you have a great visit with Eric? I had a terrific weekend, which of course started off beautifully with your sweet card...spent some really nice time with friends after the show Friday. Saturday was relaxing...finally got the cell phone replaced, and visited Doug in the studio. I started work on a new song based on that poem I wrote for you last week, it's tentatively titled 'the subject of dreams.' Saturday's show was a blast, and I got to spend some quality time with my parents afterward. Yesterday flew by in preparation for the Oscar party...which was wonderful & went off without a hitch. People managed to pile in even with the weather being so bad. All in all, a great weekend!! How about you? What did you and Eric do? Give me all the scoop! I was still planning on seeing you tonight, and even though I have given it tremendous amounts of thought, I still haven't decided what we should do. I'm partial to keeping it low-key. Well, I hope you're having a great day. I certainly am thinking of you & I'm looking forward to seeing you. Write soon, I'm having withdrawal...          ","['Hello', 'there', ',', 'handsome', '!', 'I', 'have', 'been', 'thinking', 'about', 'you', ',', 'and', 'was', 'so', 'glad', 'to', 'get', 'your', 'email', '.', 'Did', 'you', 'have', 'a', 'great', 'visit', 'with', 'Eric', '?', 'I', 'had', 'a', 'terrific', 'weekend', ',', 'which', 'of', 'course', 'started', 'off', 'beautifully', 'with', 'your', 'sweet', 'card', '...', 'spent', 'some', 'really', 'nice', 'time', 'with', 'friends', 'after', 'the', 'show', 'Friday', '.', 'Saturday', 'was', 'relaxing', '...', 'finally', 'got', 'the', 'cell', 'phone', 'replaced', ',', 'and', 'visited', 'Doug', 'in', 'the', 'studio', '.', 'I', 'started', 'work', 'on', 'a', 'new', 'song', 'based', 'on', 'that', 'poem', 'I', 'wrote', 'for', 'you', 'last', 'week', ',', 'it', ""'s"", 'tentatively', 'titled', ""'the"", 'subject', 'of', 'dreams', '.', ""'"", 'Saturday', ""'s"", 'show', 'was', 'a', 'blast', ',', 'and', 'I', 'got', 'to', 'spend', 'some', 'quality', 'time', 'with', 'my', 'parents', 'afterward', '.', 'Yesterday', 'flew', 'by', 'in', 'preparation', 'for', 'the', 'Oscar', 'party', '...', 'which', 'was', 'wonderful', '&', 'went', 'off', 'without', 'a', 'hitch', '.', 'People', 'managed', 'to', 'pile', 'in', 'even', 'with', 'the', 'weather', 'being', 'so', 'bad', '.', 'All', 'in', 'all', ',', 'a', 'great', 'weekend', '!', '!', 'How', 'about', 'you', '?', 'What', 'did', 'you', 'and', 'Eric', 'do', '?', 'Give', 'me', 'all', 'the', 'scoop', '!', 'I', 'was', 'still', 'planning', 'on', 'seeing', 'you', 'tonight', ',', 'and', 'even', 'though', 'I', 'have', 'given', 'it', 'tremendous', 'amounts', 'of', 'thought', ',', 'I', 'still', 'have', ""n't"", 'decided', 'what', 'we', 'should', 'do', '.', 'I', ""'m"", 'partial', 'to', 'keeping', 'it', 'low-key', '.', 'Well', ',', 'I', 'hope', 'you', ""'re"", 'having', 'a', 'great', 'day', '.', 'I', 'certainly', 'am', 'thinking', 'of', 'you', '&', 'I', ""'m"", 'looking', 'forward', 'to', 'seeing', 'you', '.', 'Write', 'soon', ',', 'I', ""'m"", 'having', 'withdrawal', '...']",257,<FreqDist with 142 samples and 257 outcomes>
4022571,female,40,indUnk,Virgo,"25,July,2004","             Weigh Down p174   The last ten pounds:  The Weigh Down approach teaches us that we have to face little deaths to ourselves daily. For example, if we have desire eating and we want to eat before we go to bed, we must run to the opposite end of the house(away from the food), get down on our knees, die to our wishes, and ask God to remove this desire. This form of obedience involves death to self. Death to self, or our will, is the core of obedience.   OBE  DIE  NCE            ","['Weigh', 'Down', 'p174', 'The', 'last', 'ten', 'pounds', ':', 'The', 'Weigh', 'Down', 'approach', 'teaches', 'us', 'that', 'we', 'have', 'to', 'face', 'little', 'deaths', 'to', 'ourselves', 'daily', '.', 'For', 'example', ',', 'if', 'we', 'have', 'desire', 'eating', 'and', 'we', 'want', 'to', 'eat', 'before', 'we', 'go', 'to', 'bed', ',', 'we', 'must', 'run', 'to', 'the', 'opposite', 'end', 'of', 'the', 'house', '(', 'away', 'from', 'the', 'food', ')', ',', 'get', 'down', 'on', 'our', 'knees', ',', 'die', 'to', 'our', 'wishes', ',', 'and', 'ask', 'God', 'to', 'remove', 'this', 'desire', '.', 'This', 'form', 'of', 'obedience', 'involves', 'death', 'to', 'self', '.', 'Death', 'to', 'self', ',', 'or', 'our', 'will', ',', 'is', 'the', 'core', 'of', 'obedience', '.', 'OBE', 'DIE', 'NCE']",106,<FreqDist with 70 samples and 106 outcomes>
3186371,male,27,Law,Taurus,"29,June,2004","        'As a test of the state of 'Bush the Nazi' rhetoric, I went to Google and typed in 'Bush is a Nazi' and got 420,000 hits, well behind 'Hitler was a Nazi' (654,000 hits) but then Hitler WAS a Nazi and had a 75-year head start.'  urlLink John Leo , on Townhall.com.    ","[""'As"", 'a', 'test', 'of', 'the', 'state', 'of', ""'Bush"", 'the', 'Nazi', ""'"", 'rhetoric', ',', 'I', 'went', 'to', 'Google', 'and', 'typed', 'in', ""'Bush"", 'is', 'a', 'Nazi', ""'"", 'and', 'got', '420,000', 'hits', ',', 'well', 'behind', ""'Hitler"", 'was', 'a', 'Nazi', ""'"", '(', '654,000', 'hits', ')', 'but', 'then', 'Hitler', 'WAS', 'a', 'Nazi', 'and', 'had', 'a', '75-year', 'head', 'start', '.', ""'"", 'urlLink', 'John', 'Leo', ',', 'on', 'Townhall.com', '.']",62,<FreqDist with 43 samples and 62 outcomes>
2344347,male,43,Religion,Cancer,"12,July,2004","              Guess What Happened in Church Today?   Depending on one's perspective, this question could be negative or positive. Too often, I've been on the receiving end of such a question, only to hear the querist describe an 'uncomfortable situation' he or she experienced. On the other hand, I've also heard this interrogative remark followed by a moving depiction of God at work in an assembly.  CrossBridge is one of those places where the unusual is the usual. Yesterday was an unforgettable first, both for our church and for yours truly. In my 19 years of ministry, I've performed many weddings in a variety of settings, e.g., church buildings, homes, backyards, pool sides, chapels. Yesterday, I had the opportunity to join a loving couple in holy matrimony during our Sunday morning worship.  Admittedly, I wondered about how this was going to work. Was it going to force worshipers to participate in two strangers' marriage ceremony? How would it be received? Would it be a moving moment of experiencing the triune love of God concretely displayed, or would it be perceived as a gimmick, a spectacle of human hubris?  A couple of things coelesced to ease my mind. First, an organization devoted to family values sent out a nation-wide email, urging ministers and pastors to preach on the sanctity of marriage on the Sunday in question. Second, a lunch with the couple revealed their honest desire not to be the centerpiece of the service. They simply wanted to vow their commitment to each other at the end of the sermon.  Though quite different from anything we've ever experienced before, the entire service was a meaningful encounter with God. LifeSong, the worship team at CrossBridge, did an absolutely fabulous job in moving all of us into the presence of God through amazing songs. Jack and Julie exchanged their vows, much to the delight of all. As far as the sermon, someone with a bit more objectivity would need to judge!  Upon reflection, and after hearing many positive responses to the service, I began to better understand why this experience was so generally moving. Paul spoke of the mysterious marriage relationship as a reflection of Christ and His church (Ephesians 5:32). Jack and Julie stood as concrete expressions of the relational mystery between Jesus and each of us--His church. As they said 'Yes' to one another, we were experiencing God's 'yes' to us in the context of worship. In turn, we all were moved to utter our own unique 'yes' to Him as well.  In a day when marriage is under viscious attack, it was a holy moment to see two people, commit to one another in the most appropriate place of all--in the context of a worshipping community. My prayers are with Jack and Julie as they begin their life together as husband and wife. And, I am profoundly appreciative of them both for allowing God to use the rather ordinary recitation of marriage vows to become a catalyst for praise...and transformation.  Guess what happened in church today....           ","['Guess', 'What', 'Happened', 'in', 'Church', 'Today', '?', 'Depending', 'on', 'one', ""'s"", 'perspective', ',', 'this', 'question', 'could', 'be', 'negative', 'or', 'positive', '.', 'Too', 'often', ',', 'I', ""'ve"", 'been', 'on', 'the', 'receiving', 'end', 'of', 'such', 'a', 'question', ',', 'only', 'to', 'hear', 'the', 'querist', 'describe', 'an', ""'uncomfortable"", 'situation', ""'"", 'he', 'or', 'she', 'experienced', '.', 'On', 'the', 'other', 'hand', ',', 'I', ""'ve"", 'also', 'heard', 'this', 'interrogative', 'remark', 'followed', 'by', 'a', 'moving', 'depiction', 'of', 'God', 'at', 'work', 'in', 'an', 'assembly', '.', 'CrossBridge', 'is', 'one', 'of', 'those', 'places', 'where', 'the', 'unusual', 'is', 'the', 'usual', '.', 'Yesterday', 'was', 'an', 'unforgettable', 'first', ',', 'both', 'for', 'our', 'church', 'and', 'for', 'yours', 'truly', '.', 'In', 'my', '19', 'years', 'of', 'ministry', ',', 'I', ""'ve"", 'performed', 'many', 'weddings', 'in', 'a', 'variety', 'of', 'settings', ',', 'e.g.', ',', 'church', 'buildings', ',', 'homes', ',', 'backyards', ',', 'pool', 'sides', ',', 'chapels', '.', 'Yesterday', ',', 'I', 'had', 'the', 'opportunity', 'to', 'join', 'a', 'loving', 'couple', 'in', 'holy', 'matrimony', 'during', 'our', 'Sunday', 'morning', 'worship', '.', 'Admittedly', ',', 'I', 'wondered', 'about', 'how', 'this', 'was', 'going', 'to', 'work', '.', 'Was', 'it', 'going', 'to', 'force', 'worshipers', 'to', 'participate', 'in', 'two', 'strangers', ""'"", 'marriage', 'ceremony', '?', 'How', 'would', 'it', 'be', 'received', '?', 'Would', 'it', 'be', 'a', 'moving', 'moment', 'of', 'experiencing', 'the', 'triune', 'love', 'of', 'God', 'concretely', 'displayed', ',', 'or', 'would', 'it', 'be', 'perceived', 'as', 'a', 'gimmick', ',', 'a', 'spectacle', 'of', 'human', 'hubris', '?', 'A', 'couple', 'of', 'things', 'coelesced', 'to', 'ease', 'my', 'mind', '.', 'First', ',', 'an', 'organization', 'devoted', 'to', 'family', 'values', 'sent', 'out', 'a', 'nation-wide', 'email', ',', 'urging', 'ministers', 'and', 'pastors', 'to', 'preach', 'on', 'the', 'sanctity', 'of', 'marriage', 'on', 'the', 'Sunday', 'in', 'question', '.', 'Second', ',', 'a', 'lunch', 'with', 'the', 'couple', 'revealed', 'their', 'honest', 'desire', 'not', 'to', 'be', 'the', 'centerpiece', 'of', 'the', 'service', '.', 'They', 'simply', 'wanted', 'to', 'vow', 'their', 'commitment', 'to', 'each', 'other', 'at', 'the', 'end', 'of', 'the', 'sermon', '.', 'Though', 'quite', 'different', 'from', 'anything', 'we', ""'ve"", 'ever', 'experienced', 'before', ',', 'the', 'entire', 'service', 'was', 'a', 'meaningful', 'encounter', 'with', 'God', '.', 'LifeSong', ',', 'the', 'worship', 'team', 'at', 'CrossBridge', ',', 'did', 'an', 'absolutely', 'fabulous', 'job', 'in', 'moving', 'all', 'of', 'us', 'into', 'the', 'presence', 'of', 'God', 'through', 'amazing', 'songs', '.', 'Jack', 'and', 'Julie', 'exchanged', 'their', 'vows', ',', 'much', 'to', 'the', 'delight', 'of', 'all', '.', 'As', 'far', 'as', 'the', 'sermon', ',', 'someone', 'with', 'a', 'bit', 'more', 'objectivity', 'would', 'need', 'to', 'judge', '!', 'Upon', 'reflection', ',', 'and', 'after', 'hearing', 'many', 'positive', 'responses', 'to', 'the', 'service', ',', 'I', 'began', 'to', 'better', 'understand', 'why', 'this', 'experience', 'was', 'so', 'generally', 'moving', '.', 'Paul', 'spoke', 'of', 'the', 'mysterious', 'marriage', 'relationship', 'as', 'a', 'reflection', 'of', 'Christ', 'and', 'His', 'church', '(', 'Ephesians', '5:32', ')', '.', 'Jack', 'and', 'Julie', 'stood', 'as', 'concrete', 'expressions', 'of', 'the', 'relational', 'mystery', 'between', 'Jesus', 'and', 'each', 'of', 'us', '--', 'His', 'church', '.', 'As', 'they', 'said', ""'Yes"", ""'"", 'to', 'one', 'another', ',', 'we', 'were', 'experiencing', 'God', ""'s"", ""'yes"", ""'"", 'to', 'us', 'in', 'the', 'context', 'of', 'worship', '.', 'In', 'turn', ',', 'we', 'all', 'were', 'moved', 'to', 'utter', 'our', 'own', 'unique', ""'yes"", ""'"", 'to', 'Him', 'as', 'well', '.', 'In', 'a', 'day', 'when', 'marriage', 'is', 'under', 'viscious', 'attack', ',', 'it', 'was', 'a', 'holy', 'moment', 'to', 'see', 'two', 'people', ',', 'commit', 'to', 'one', 'another', 'in', 'the', 'most', 'appropriate', 'place', 'of', 'all', '--', 'in', 'the', 'context', 'of', 'a', 'worshipping', 'community', '.', 'My', 'prayers', 'are', 'with', 'Jack', 'and', 'Julie', 'as', 'they', 'begin', 'their', 'life', 'together', 'as', 'husband', 'and', 'wife', '.', 'And', ',', 'I', 'am', 'profoundly', 'appreciative', 'of', 'them', 'both', 'for', 'allowing', 'God', 'to', 'use', 'the', 'rather', 'ordinary', 'recitation', 'of', 'marriage', 'vows', 'to', 'become', 'a', 'catalyst', 'for', 'praise', '...', 'and', 'transformation', '.', 'Guess', 'what', 'happened', 'in', 'church', 'today', '...', '.']",584,<FreqDist with 293 samples and 584 outcomes>
